0	232.1225
10	231.8199
20	228.6558
30	225.8905
40	222.8079
50	223.4594
60	220.8878
70	220.4506
80	218.4977
90	218.9679
100	220.2409
110	221.9675
120	219.9626
130	223.4170
140	227.9536
150	232.7064
160	233.2460
170	235.2457
180	236.9419
190	236.5526
200	240.7201
210	241.7632
220	237.9389
230	241.347
240	237.1513
250	236.380
260	236.9667
270	236.5372
280	235.5287
290	236.5393
300	237.9924
310	238.1437
320	237.3364
330	236.9163
340	235.9404
350	233.6787
