0.0	-90.0	1936.16621324
0.0	-80.0	91599.9950576
0.0	-70.0	214468.983306
0.0	-60.0	375834.071845
0.0	-50.0	530210.086156
0.0	-40.0	639296.380462
0.0	-30.0	709965.204177
0.0	-20.0	760490.657123
0.0	-10.0	790144.762042
0.0	0.0	799670.210042
0.0	10.0	788267.684237
0.0	20.0	767713.222794
0.0	30.0	722291.138232
0.0	40.0	620603.938082
0.0	50.0	486621.505281
0.0	60.0	375395.210741
0.0	70.0	257344.400601
0.0	80.0	121994.864503
0.0	90.0	2274.23718597
10.0	-90.0	0.0
10.0	-80.0	39178.3004336
10.0	-70.0	150693.620723
10.0	-60.0	274210.671925
10.0	-50.0	425589.890129
10.0	-40.0	554149.27719
10.0	-30.0	642641.701058
10.0	-20.0	709497.803207
10.0	-10.0	758276.784511
10.0	0.0	792280.229427
10.0	10.0	795596.759048
10.0	20.0	791312.208021
10.0	30.0	761032.008322
10.0	40.0	681332.860281
10.0	50.0	559378.998831
10.0	60.0	434413.982589
10.0	70.0	335775.805365
10.0	80.0	225406.449568
10.0	90.0	139564.817493
20.0	-90.0	0.0
20.0	-80.0	2860.60815882
20.0	-70.0	93379.8060261
20.0	-60.0	198750.604178
20.0	-50.0	316056.319023
20.0	-40.0	465423.94367
20.0	-30.0	593314.566964
20.0	-20.0	674766.855053
20.0	-10.0	733873.561785
20.0	0.0	776635.45655
20.0	10.0	798779.304681
20.0	20.0	807256.05325
20.0	30.0	791047.883885
20.0	40.0	730549.541968
20.0	50.0	627422.767427
20.0	60.0	502238.557147
20.0	70.0	404357.040196
20.0	80.0	319829.722758
20.0	90.0	311508.705074
30.0	-90.0	0.0
30.0	-80.0	0.0
30.0	-70.0	45309.9840662
30.0	-60.0	154378.230008
30.0	-50.0	257436.087223
30.0	-40.0	383402.976029
30.0	-30.0	524657.19955
30.0	-20.0	626241.547892
30.0	-10.0	705668.082134
30.0	0.0	762806.653925
30.0	10.0	793160.269556
30.0	20.0	806818.013058
30.0	30.0	805611.997571
30.0	40.0	762782.139588
30.0	50.0	679124.216939
30.0	60.0	573825.353752
30.0	70.0	476180.291711
30.0	80.0	400890.306368
30.0	90.0	397974.885842
40.0	-90.0	0.0
40.0	-80.0	0.0
40.0	-70.0	12704.5525902
40.0	-60.0	107154.748035
40.0	-50.0	207708.081642
40.0	-40.0	318157.090077
40.0	-30.0	464462.541142
40.0	-20.0	580923.350455
40.0	-10.0	669865.385169
40.0	0.0	736001.134397
40.0	10.0	781763.407531
40.0	20.0	805532.420041
40.0	30.0	814276.961244
40.0	40.0	792179.001137
40.0	50.0	733234.809974
40.0	60.0	651437.659068
40.0	70.0	569833.09129
40.0	80.0	541060.499485
40.0	90.0	581871.508259
50.0	-90.0	0.0
50.0	-80.0	0.0
50.0	-70.0	643.370007946
50.0	-60.0	67469.3180413
50.0	-50.0	168513.24299
50.0	-40.0	274031.398913
50.0	-30.0	424045.534558
50.0	-20.0	544962.201718
50.0	-10.0	637612.85254
50.0	0.0	712023.192086
50.0	10.0	767635.137672
50.0	20.0	802818.74116
50.0	30.0	817742.317392
50.0	40.0	808041.614097
50.0	50.0	770932.869888
50.0	60.0	704954.641039
50.0	70.0	639196.237908
50.0	80.0	638867.003016
50.0	90.0	671494.555427
60.0	-90.0	0.0
60.0	-80.0	0.0
60.0	-70.0	0.0
60.0	-60.0	40913.4205407
60.0	-50.0	133648.100704
60.0	-40.0	233463.907869
60.0	-30.0	371464.003808
60.0	-20.0	497100.195648
60.0	-10.0	596901.277007
60.0	0.0	683225.74405
60.0	10.0	754700.164645
60.0	20.0	800781.760406
60.0	30.0	825329.556973
60.0	40.0	830067.84013
60.0	50.0	813225.13755
60.0	60.0	772591.387369
60.0	70.0	717629.379782
60.0	80.0	734216.843408
60.0	90.0	747686.768129
70.0	-90.0	0.0
70.0	-80.0	0.0
70.0	-70.0	0.0
70.0	-60.0	22943.1116341
70.0	-50.0	110033.736934
70.0	-40.0	210510.293703
70.0	-30.0	339717.884683
70.0	-20.0	465486.599098
70.0	-10.0	573220.616023
70.0	0.0	664987.829538
70.0	10.0	741984.189756
70.0	20.0	801336.620106
70.0	30.0	836986.472406
70.0	40.0	854658.896006
70.0	50.0	851032.748386
70.0	60.0	809245.707867
70.0	70.0	750092.150862
70.0	80.0	757641.622179
70.0	90.0	776870.990718
80.0	-90.0	0.0
80.0	-80.0	0.0
80.0	-70.0	0.0
80.0	-60.0	14929.4562484
80.0	-50.0	99386.3633893
80.0	-40.0	196398.434895
80.0	-30.0	314302.2538
80.0	-20.0	439391.669525
80.0	-10.0	555224.382071
80.0	0.0	655081.283743
80.0	10.0	737710.858772
80.0	20.0	801425.407821
80.0	30.0	844454.124458
80.0	40.0	867970.088415
80.0	50.0	856015.123191
80.0	60.0	826530.784727
80.0	70.0	780686.312173
80.0	80.0	738090.688452
80.0	90.0	753803.575356
90.0	-90.0	0.0
90.0	-80.0	0.0
90.0	-70.0	0.0
90.0	-60.0	12151.503322
90.0	-50.0	94949.0176803
90.0	-40.0	188627.327255
90.0	-30.0	310517.832054
90.0	-20.0	435673.85116
90.0	-10.0	546120.284337
90.0	0.0	643276.386794
90.0	10.0	728182.470227
90.0	20.0	795522.570878
90.0	30.0	841090.608723
90.0	40.0	866907.951179
90.0	50.0	864049.978154
90.0	60.0	834706.308905
90.0	70.0	792138.645007
90.0	80.0	753520.935349
90.0	90.0	718328.165135
100.0	-90.0	0.0
100.0	-80.0	0.0
100.0	-70.0	0.0
100.0	-60.0	14402.8722975
100.0	-50.0	98631.2865029
100.0	-40.0	190423.076092
100.0	-30.0	311915.17507
100.0	-20.0	433838.472395
100.0	-10.0	545109.101158
100.0	0.0	640643.296777
100.0	10.0	725472.738061
100.0	20.0	790818.87846
100.0	30.0	832109.26272
100.0	40.0	863297.016386
100.0	50.0	868420.673411
100.0	60.0	840714.561195
100.0	70.0	826407.73413
100.0	80.0	798289.809453
100.0	90.0	711506.619962
110.0	-90.0	0.0
110.0	-80.0	0.0
110.0	-70.0	0.0
110.0	-60.0	22386.9109621
110.0	-50.0	111769.449317
110.0	-40.0	200775.142254
110.0	-30.0	330448.261333
110.0	-20.0	451349.555017
110.0	-10.0	559938.055134
110.0	0.0	650331.237001
110.0	10.0	728137.978277
110.0	20.0	788545.241247
110.0	30.0	827331.492866
110.0	40.0	850812.937504
110.0	50.0	856981.318021
110.0	60.0	841755.599574
110.0	70.0	824111.59152
110.0	80.0	789966.227188
110.0	90.0	742257.200207
120.0	-90.0	0.0
120.0	-80.0	0.0
120.0	-70.0	0.0
120.0	-60.0	36918.8549599
120.0	-50.0	132981.572362
120.0	-40.0	237593.497467
120.0	-30.0	368722.378661
120.0	-20.0	487367.212152
120.0	-10.0	591828.26847
120.0	0.0	681822.41401
120.0	10.0	750472.380298
120.0	20.0	795752.266101
120.0	30.0	819945.207052
120.0	40.0	837053.267736
120.0	50.0	823079.669087
120.0	60.0	795427.18174
120.0	70.0	762388.953168
120.0	80.0	728494.580111
120.0	90.0	682598.812992
130.0	-90.0	0.0
130.0	-80.0	0.0
130.0	-70.0	655.273707714
130.0	-60.0	67500.938886
130.0	-50.0	180044.743428
130.0	-40.0	299404.438805
130.0	-30.0	417789.92182
130.0	-20.0	530478.086889
130.0	-10.0	624181.038903
130.0	0.0	708760.89233
130.0	10.0	770309.950112
130.0	20.0	807242.78647
130.0	30.0	825946.117195
130.0	40.0	829182.04451
130.0	50.0	799686.04567
130.0	60.0	751520.506629
130.0	70.0	692862.849868
130.0	80.0	631536.881475
130.0	90.0	596908.973941
140.0	-90.0	0.0
140.0	-80.0	0.0
140.0	-70.0	12195.3366684
140.0	-60.0	100782.785773
140.0	-50.0	202745.244563
140.0	-40.0	308964.529607
140.0	-30.0	441193.941722
140.0	-20.0	544285.180591
140.0	-10.0	632775.301727
140.0	0.0	712686.549446
140.0	10.0	768427.639925
140.0	20.0	791772.647114
140.0	30.0	802494.338192
140.0	40.0	791645.156462
140.0	50.0	753667.51377
140.0	60.0	686400.921215
140.0	70.0	584714.99946
140.0	80.0	498282.456786
140.0	90.0	453099.201313
150.0	-90.0	0.0
150.0	-80.0	0.0
150.0	-70.0	43893.5920471
150.0	-60.0	152905.899892
150.0	-50.0	241163.499596
150.0	-40.0	325561.0482
150.0	-30.0	441489.059086
150.0	-20.0	551936.451645
150.0	-10.0	635263.747379
150.0	0.0	696028.99005
150.0	10.0	730698.656577
150.0	20.0	747079.784535
150.0	30.0	746089.063425
150.0	40.0	725183.565759
150.0	50.0	690924.135226
150.0	60.0	606936.027197
150.0	70.0	486596.405435
150.0	80.0	373124.175423
150.0	90.0	340512.558703
160.0	-90.0	0.0
160.0	-80.0	2877.88814012
160.0	-70.0	97182.8287201
160.0	-60.0	202061.672116
160.0	-50.0	261015.038244
160.0	-40.0	357966.909746
160.0	-30.0	497773.803423
160.0	-20.0	604064.356391
160.0	-10.0	668860.655969
160.0	0.0	712620.098169
160.0	10.0	743384.12603
160.0	20.0	760301.387158
160.0	30.0	752335.074089
160.0	40.0	709176.955319
160.0	50.0	628755.983795
160.0	60.0	515833.296126
160.0	70.0	390581.593351
160.0	80.0	263048.485479
160.0	90.0	215794.907703
170.0	-90.0	0.0
170.0	-80.0	34294.0992008
170.0	-70.0	158514.587361
170.0	-60.0	237698.152502
170.0	-50.0	302129.120433
170.0	-40.0	411328.362809
170.0	-30.0	547539.14609
170.0	-20.0	641339.740442
170.0	-10.0	697926.644302
170.0	0.0	737874.281321
170.0	10.0	755153.907858
170.0	20.0	753798.678401
170.0	30.0	730664.741848
170.0	40.0	671064.719048
170.0	50.0	570396.095677
170.0	60.0	429285.25977
170.0	70.0	303074.870691
170.0	80.0	186906.799793
170.0	90.0	109465.988408
180.0	-90.0	2306.04720661
180.0	-80.0	117919.126456
180.0	-70.0	237904.594331
180.0	-60.0	293208.811728
180.0	-50.0	387423.184138
180.0	-40.0	531022.958692
180.0	-30.0	648723.023692
180.0	-20.0	721582.682747
180.0	-10.0	752733.258731
180.0	0.0	764461.790562
180.0	10.0	761735.988819
180.0	20.0	748696.043836
180.0	30.0	722765.427852
180.0	40.0	647405.832964
180.0	50.0	516785.132347
180.0	60.0	363170.957258
180.0	70.0	239332.822813
180.0	80.0	113296.792703
180.0	90.0	2435.67037143
190.0	-90.0	118229.469735
190.0	-80.0	229090.473967
190.0	-70.0	296614.023362
190.0	-60.0	336945.921813
190.0	-50.0	460007.019365
190.0	-40.0	584826.949291
190.0	-30.0	653520.082705
190.0	-20.0	677059.626398
190.0	-10.0	678938.331346
190.0	0.0	665748.549719
190.0	10.0	676292.706334
190.0	20.0	670863.230396
190.0	30.0	637419.695178
190.0	40.0	554310.174007
190.0	50.0	420642.241917
190.0	60.0	279271.432337
190.0	70.0	163860.111013
190.0	80.0	46363.7422663
190.0	90.0	0.0
200.0	-90.0	305173.989066
200.0	-80.0	333006.200659
200.0	-70.0	283441.477553
200.0	-60.0	312779.761138
200.0	-50.0	479602.608903
200.0	-40.0	568713.49143
200.0	-30.0	627493.242004
200.0	-20.0	651117.819843
200.0	-10.0	643715.014678
200.0	0.0	649834.982401
200.0	10.0	643322.860664
200.0	20.0	604444.176339
200.0	30.0	550310.734817
200.0	40.0	462412.425451
200.0	50.0	342030.640954
200.0	60.0	218139.712376
200.0	70.0	111850.521233
200.0	80.0	3732.35041391
200.0	90.0	0.0
210.0	-90.0	436191.393881
210.0	-80.0	403816.802103
210.0	-70.0	383026.296489
210.0	-60.0	453585.709126
210.0	-50.0	555090.932103
210.0	-40.0	612341.335625
210.0	-30.0	642019.389517
210.0	-20.0	640240.729862
210.0	-10.0	636380.247263
210.0	0.0	604834.3663
210.0	10.0	565339.262694
210.0	20.0	508210.304894
210.0	30.0	466106.925095
210.0	40.0	386722.730724
210.0	50.0	270526.504673
210.0	60.0	161770.090869
210.0	70.0	45859.1479847
210.0	80.0	0.0
210.0	90.0	0.0
220.0	-90.0	543860.162266
220.0	-80.0	461776.445756
220.0	-70.0	397253.980923
220.0	-60.0	522901.654502
220.0	-50.0	602581.230723
220.0	-40.0	651307.860243
220.0	-30.0	677774.749753
220.0	-20.0	662587.670304
220.0	-10.0	636475.980136
220.0	0.0	584671.075818
220.0	10.0	522764.215123
220.0	20.0	443148.678946
220.0	30.0	379297.885295
220.0	40.0	298915.782285
220.0	50.0	219366.451454
220.0	60.0	122343.840228
220.0	70.0	13567.7604773
220.0	80.0	0.0
220.0	90.0	0.0
230.0	-90.0	547852.07366
230.0	-80.0	528753.501776
230.0	-70.0	560213.771022
230.0	-60.0	625690.796496
230.0	-50.0	668144.989383
230.0	-40.0	686917.509149
230.0	-30.0	695591.321322
230.0	-20.0	684035.873956
230.0	-10.0	648787.954581
230.0	0.0	579363.69945
230.0	10.0	493207.251501
230.0	20.0	402389.472927
230.0	30.0	312471.241294
230.0	40.0	237373.150652
230.0	50.0	182436.217638
230.0	60.0	87558.6514619
230.0	70.0	1006.76369212
230.0	80.0	0.0
230.0	90.0	0.0
240.0	-90.0	572866.78654
240.0	-80.0	597816.797562
240.0	-70.0	682144.025606
240.0	-60.0	715563.11632
240.0	-50.0	755482.726851
240.0	-40.0	775835.113401
240.0	-30.0	780804.053322
240.0	-20.0	755215.844886
240.0	-10.0	696423.396942
240.0	0.0	607454.07949
240.0	10.0	502961.534792
240.0	20.0	395531.175557
240.0	30.0	291567.143332
240.0	40.0	187161.505642
240.0	50.0	126453.403666
240.0	60.0	53906.503279
240.0	70.0	0.0
240.0	80.0	0.0
240.0	90.0	0.0
250.0	-90.0	663660.697266
250.0	-80.0	720517.472792
250.0	-70.0	754311.753302
250.0	-60.0	823293.158757
250.0	-50.0	881702.643523
250.0	-40.0	861792.359669
250.0	-30.0	839045.25221
250.0	-20.0	797864.219611
250.0	-10.0	729444.891953
250.0	0.0	631653.681109
250.0	10.0	523353.636355
250.0	20.0	398210.935373
250.0	30.0	281209.899081
250.0	40.0	178360.252527
250.0	50.0	116740.967212
250.0	60.0	36324.6931408
250.0	70.0	0.0
250.0	80.0	0.0
250.0	90.0	0.0
260.0	-90.0	623275.390265
260.0	-80.0	800033.166096
260.0	-70.0	800847.869034
260.0	-60.0	937731.889483
260.0	-50.0	1007331.70307
260.0	-40.0	969154.003074
260.0	-30.0	914480.13691
260.0	-20.0	861124.841623
260.0	-10.0	785126.904677
260.0	0.0	678104.170543
260.0	10.0	554723.193145
260.0	20.0	418165.882177
260.0	30.0	288106.637267
260.0	40.0	181951.948078
260.0	50.0	109129.46528
260.0	60.0	23003.4563265
260.0	70.0	0.0
260.0	80.0	0.0
260.0	90.0	0.0
270.0	-90.0	486367.085967
270.0	-80.0	708546.085342
270.0	-70.0	795409.668382
270.0	-60.0	929185.900242
270.0	-50.0	963020.57436
270.0	-40.0	893392.022851
270.0	-30.0	850033.840127
270.0	-20.0	814927.282393
270.0	-10.0	757567.17172
270.0	0.0	669660.595378
270.0	10.0	543259.984281
270.0	20.0	410520.055143
270.0	30.0	285917.859204
270.0	40.0	174056.840458
270.0	50.0	97102.4756942
270.0	60.0	17360.7460788
270.0	70.0	0.0
270.0	80.0	0.0
270.0	90.0	0.0
280.0	-90.0	642741.446646
280.0	-80.0	835447.409908
280.0	-70.0	868131.05036
280.0	-60.0	959837.030567
280.0	-50.0	936784.617812
280.0	-40.0	892716.646199
280.0	-30.0	852143.45912
280.0	-20.0	804325.363158
280.0	-10.0	728067.488074
280.0	0.0	651992.301223
280.0	10.0	543137.978146
280.0	20.0	408214.711074
280.0	30.0	284002.05289
280.0	40.0	178949.76625
280.0	50.0	109760.400921
280.0	60.0	20252.7088797
280.0	70.0	0.0
280.0	80.0	0.0
280.0	90.0	0.0
290.0	-90.0	716314.985178
290.0	-80.0	857114.192543
290.0	-70.0	893312.681564
290.0	-60.0	956796.327029
290.0	-50.0	938082.542581
290.0	-40.0	918621.727353
290.0	-30.0	905470.808589
290.0	-20.0	861464.748619
290.0	-10.0	784982.284648
290.0	0.0	702322.16312
290.0	10.0	599304.404315
290.0	20.0	451744.567857
290.0	30.0	333374.984131
290.0	40.0	231155.730952
290.0	50.0	134285.859045
290.0	60.0	32200.4844981
290.0	70.0	0.0
290.0	80.0	0.0
290.0	90.0	0.0
300.0	-90.0	649042.991741
300.0	-80.0	851842.311352
300.0	-70.0	909574.323175
300.0	-60.0	948959.785357
300.0	-50.0	958639.367426
300.0	-40.0	953696.834151
300.0	-30.0	944047.593975
300.0	-20.0	906701.138905
300.0	-10.0	834542.896606
300.0	0.0	752878.881901
300.0	10.0	668529.605683
300.0	20.0	545982.926016
300.0	30.0	404746.073397
300.0	40.0	272616.456565
300.0	50.0	172809.004164
300.0	60.0	53410.4729612
300.0	70.0	0.0
300.0	80.0	0.0
300.0	90.0	0.0
310.0	-90.0	633348.548251
310.0	-80.0	771766.065468
310.0	-70.0	842660.105642
310.0	-60.0	916131.280615
310.0	-50.0	946662.074071
310.0	-40.0	937845.866726
310.0	-30.0	921684.280708
310.0	-20.0	897169.246618
310.0	-10.0	848057.09097
310.0	0.0	778128.11732
310.0	10.0	683396.970519
310.0	20.0	557692.742158
310.0	30.0	440563.060663
310.0	40.0	329449.761224
310.0	50.0	219144.488093
310.0	60.0	88561.7408695
310.0	70.0	1145.64121755
310.0	80.0	0.0
310.0	90.0	0.0
320.0	-90.0	300951.024817
320.0	-80.0	392014.904465
320.0	-70.0	579461.140941
320.0	-60.0	653564.776614
320.0	-50.0	702389.26752
320.0	-40.0	750099.204651
320.0	-30.0	795805.115249
320.0	-20.0	810346.594603
320.0	-10.0	789879.772847
320.0	0.0	727910.396961
320.0	10.0	645559.461964
320.0	20.0	542964.893914
320.0	30.0	430642.374399
320.0	40.0	327449.240071
320.0	50.0	240118.51548
320.0	60.0	127680.915165
320.0	70.0	17163.0161421
320.0	80.0	0.0
320.0	90.0	0.0
330.0	-90.0	275004.345871
330.0	-80.0	350517.518683
330.0	-70.0	521881.164389
330.0	-60.0	623224.840614
330.0	-50.0	702494.833212
330.0	-40.0	762394.66107
330.0	-30.0	790336.894567
330.0	-20.0	795233.029187
330.0	-10.0	774633.102066
330.0	0.0	731354.331873
330.0	10.0	670116.74872
330.0	20.0	580880.479329
330.0	30.0	494425.831328
330.0	40.0	402546.009589
330.0	50.0	300873.499303
330.0	60.0	178790.630857
330.0	70.0	52036.3173235
330.0	80.0	0.0
330.0	90.0	0.0
340.0	-90.0	185147.572398
340.0	-80.0	269494.50802
340.0	-70.0	444284.664255
340.0	-60.0	584683.365545
340.0	-50.0	668726.815218
340.0	-40.0	720321.53602
340.0	-30.0	760304.292092
340.0	-20.0	772461.2925
340.0	-10.0	768808.801506
340.0	0.0	742402.282718
340.0	10.0	694953.111243
340.0	20.0	627777.251012
340.0	30.0	567172.797672
340.0	40.0	473496.512034
340.0	50.0	347560.330416
340.0	60.0	223636.366501
340.0	70.0	98271.6463334
340.0	80.0	3312.94704377
340.0	90.0	0.0
350.0	-90.0	65253.0439197
350.0	-80.0	150703.763134
350.0	-70.0	295863.421257
350.0	-60.0	466228.188007
350.0	-50.0	608413.218564
350.0	-40.0	681187.209683
350.0	-30.0	727877.039271
350.0	-20.0	763986.537981
350.0	-10.0	772532.796049
350.0	0.0	760619.570441
350.0	10.0	735159.287779
350.0	20.0	692747.853711
350.0	30.0	646778.542018
350.0	40.0	553457.630682
350.0	50.0	422523.488055
350.0	60.0	299397.08011
350.0	70.0	170811.022935
350.0	80.0	38920.0754529
350.0	90.0	0.0
